GamePk,Season,Date,DayNight,AwayTeam,HomeTeam,AwayScore,HomeScore,Venue,Temp,Condition,WindSpeed,WindDir
565383,2019,2019-08-25,day,KC,CLE,9,8,Progressive Field,75,Sunny,9,R To L
565670,2019,2019-08-25,day,LAA,HOU,2,11,Daikin Park,73,Roof Closed,0,None
565868,2019,2019-08-25,day,NYY,LAD,5,1,Dodger Stadium,90,Sunny,8,Out To CF
566050,2019,2019-08-25,day,ATL,NYM,2,1,Citi Field,74,Sunny,18,In From CF
566152,2019,2019-08-25,day,SF,OAK,5,4,Oakland Coliseum,74,Sunny,9,Out To RF
566245,2019,2019-08-25,day,CIN,PIT,8,9,PNC Park,73,Partly Cloudy,11,In From CF
566339,2019,2019-08-25,day,BOS,SD,1,3,Petco Park,86,Sunny,9,L To R
566437,2019,2019-08-25,day,TOR,SEA,1,3,T-Mobile Park,67,Cloudy,2,Out To RF
566631,2019,2019-08-25,day,COL,STL,4,11,Busch Stadium,69,Overcast,7,In From RF
567029,2019,2019-08-25,day,DET,MIN,4,7,Target Field,72,Partly Cloudy,14,R To L
567328,2019,2019-08-25,day,TEX,CWS,0,2,Rate Field,73,Partly Cloudy,12,Out To RF
567425,2019,2019-08-25,day,PHI,MIA,2,3,loanDepot Park,78,Roof Closed,0,None
567616,2019,2019-08-25,day,AZ,MIL,5,2,Miller Park,72,Partly Cloudy,13,In From LF
565418,2019,2019-08-26,day,ATL,COL,1,3,Coors Field,72,Partly Cloudy,10,Out To LF
565765,2019,2019-08-26,night,OAK,KC,19,4,Kauffman Stadium,74,Cloudy,8,L To R
566340,2019,2019-08-26,night,LAD,SD,3,4,Petco Park,76,Clear,8,L To R
566438,2019,2019-08-26,night,NYY,SEA,5,4,T-Mobile Park,70,Clear,3,L To R
566533,2019,2019-08-26,night,AZ,SF,6,4,Oracle Park,65,Partly Cloudy,14,Out To CF
567125,2019,2019-08-26,night,PIT,PHI,5,6,Citizens Bank Park,72,Partly Cloudy,8,R To L
567426,2019,2019-08-26,night,CIN,MIA,6,3,loanDepot Park,76,Roof Closed,0,None
567617,2019,2019-08-26,night,STL,MIL,12,2,Miller Park,73,Roof Closed,0,None
564798,2019,2019-08-27,night,TEX,LAA,2,5,Angel Stadium,77,Clear,11,Out To CF
565476,2019,2019-08-27,night,BOS,COL,10,6,Coors Field,74,Clear,9,In From RF
565571,2019,2019-08-27,night,CLE,DET,10,1,Comerica Park,79,Partly Cloudy,9,R To L
565671,2019,2019-08-27,night,TB,HOU,1,15,Daikin Park,73,Roof Closed,0,None
565766,2019,2019-08-27,night,OAK,KC,2,1,Kauffman Stadium,78,Clear,9,L To R
565958,2019,2019-08-27,night,BAL,WSH,2,0,Nationals Park,78,Partly Cloudy,9,R To L
566051,2019,2019-08-27,night,CHC,NYM,5,2,Citi Field,71,Partly Cloudy,8,Out To LF
566341,2019,2019-08-27,night,LAD,SD,9,0,Petco Park,73,Clear,7,Varies
566439,2019,2019-08-27,night,NYY,SEA,7,0,T-Mobile Park,75,Clear,3,Out To RF
566534,2019,2019-08-27,night,AZ,SF,3,2,Oracle Park,66,Partly Cloudy,17,Out To CF
566928,2019,2019-08-27,night,ATL,TOR,1,3,Rogers Centre,68,Roof Closed,0,None
567126,2019,2019-08-27,night,PIT,PHI,5,4,Citizens Bank Park,75,Partly Cloudy,5,Out To CF
567329,2019,2019-08-27,night,MIN,CWS,3,1,Rate Field,75,Clear,12,Out To LF
567427,2019,2019-08-27,night,CIN,MIA,8,5,loanDepot Park,77,Roof Closed,0,None
567618,2019,2019-08-27,night,STL,MIL,6,3,Miller Park,77,Partly Cloudy,13,R To L
564799,2019,2019-08-28,night,TEX,LAA,3,0,Angel Stadium,76,Clear,7,Out To CF
565477,2019,2019-08-28,night,BOS,COL,7,4,Coors Field,91,Clear,5,Out To CF
565572,2019,2019-08-28,night,CLE,DET,4,2,Comerica Park,72,Partly Cloudy,15,R To L
565672,2019,2019-08-28,night,TB,HOU,6,8,Daikin Park,73,Roof Closed,0,None
565767,2019,2019-08-28,night,OAK,KC,4,6,Kauffman Stadium,82,Clear,7,R To L
565959,2019,2019-08-28,night,BAL,WSH,4,8,Nationals Park,75,Partly Cloudy,6,In From LF
566052,2019,2019-08-28,night,CHC,NYM,10,7,Citi Field,72,Cloudy,6,In From CF
566342,2019,2019-08-28,night,LAD,SD,6,4,Petco Park,74,Clear,7,Varies
566440,2019,2019-08-28,day,NYY,SEA,7,3,T-Mobile Park,81,Partly Cloudy,5,Out To CF
566929,2019,2019-08-28,night,ATL,TOR,9,4,Rogers Centre,75,Partly Cloudy,9,In From LF
567127,2019,2019-08-28,night,PIT,PHI,3,12,Citizens Bank Park,80,Cloudy,5,Out To RF
567330,2019,2019-08-28,night,MIN,CWS,8,2,Rate Field,74,Clear,16,Out To LF
567428,2019,2019-08-28,night,CIN,MIA,5,0,loanDepot Park,76,Roof Closed,0,None
567619,2019,2019-08-28,day,STL,MIL,1,4,Miller Park,70,Partly Cloudy,21,Out To LF
564895,2019,2019-08-29,night,LAD,AZ,5,11,Chase Field,77,Roof Closed,0,None
565478,2019,2019-08-29,night,PIT,COL,11,8,Coors Field,81,Partly Cloudy,11,R To L
565573,2019,2019-08-29,day,CLE,DET,2,0,Comerica Park,75,Sunny,13,R To L
565673,2019,2019-08-29,day,TB,HOU,9,8,Daikin Park,73,Roof Closed,0,None
565768,2019,2019-08-29,day,OAK,KC,9,8,Kauffman Stadium,87,Sunny,13,L To R
566053,2019,2019-08-29,night,CHC,NYM,4,1,Citi Field,79,Clear,13,L To R
566535,2019,2019-08-29,night,SD,SF,5,3,Oracle Park,68,Clear,17,Out To CF
566833,2019,2019-08-29,night,SEA,TEX,5,3,Globe Life Park in Arlington,98,Partly Cloudy,12,In From CF
567331,2019,2019-08-29,day,MIN,CWS,10,5,Rate Field,81,Sunny,14,R To L
567429,2019,2019-08-29,night,CIN,MIA,3,4,loanDepot Park,76,Roof Closed,0,None
564800,2019,2019-08-30,night,BOS,LAA,7,6,Angel Stadium,81,Clear,10,Out To CF
564896,2019,2019-08-30,night,LAD,AZ,4,5,Chase Field,76,Roof Closed,0,None
565190,2019,2019-08-30,day,MIL,CHC,1,7,Wrigley Field,71,Cloudy,7,In From CF
565479,2019,2019-08-30,night,PIT,COL,9,4,Coors Field,85,Partly Cloudy,3,In From LF
565574,2019,2019-08-30,night,MIN,DET,13,5,Comerica Park,73,Partly Cloudy,8,Out To LF
565769,2019,2019-08-30,night,BAL,KC,14,2,Kauffman Stadium,76,Clear,8,L To R
565960,2019,2019-08-30,night,MIA,WSH,6,7,Nationals Park,86,Partly Cloudy,11,Out To LF
566536,2019,2019-08-30,night,SD,SF,3,8,Oracle Park,64,Clear,17,Out To CF
566729,2019,2019-08-30,night,CLE,TB,0,4,Tropicana Field,72,Dome,0,None
566834,2019,2019-08-30,night,SEA,TEX,3,6,Globe Life Park in Arlington,77,Cloudy,3,In From CF
566930,2019,2019-08-30,night,HOU,TOR,7,4,Rogers Centre,72,Partly Cloudy,11,L To R
567128,2019,2019-08-30,night,NYM,PHI,11,5,Citizens Bank Park,84,Clear,12,Out To CF
567233,2019,2019-08-30,night,CWS,ATL,7,10,SunTrust Park,85,Clear,8,L To R
567525,2019,2019-08-30,night,OAK,NYY,8,2,Yankee Stadium,86,Partly Cloudy,11,Out To LF
564801,2019,2019-08-31,night,BOS,LAA,4,10,Angel Stadium,84,Clear,8,Out To RF
564897,2019,2019-08-31,night,LAD,AZ,5,6,Chase Field,76,Roof Closed,0,None
565191,2019,2019-08-31,day,MIL,CHC,2,0,Wrigley Field,71,Partly Cloudy,7,In From RF
565480,2019,2019-08-31,night,PIT,COL,11,4,Coors Field,88,Clear,8,In From CF
565575,2019,2019-08-31,night,MIN,DET,7,10,Comerica Park,70,Cloudy,9,L To R
565770,2019,2019-08-31,night,BAL,KC,5,7,Kauffman Stadium,74,Partly Cloudy,9,L To R
565961,2019,2019-08-31,night,MIA,WSH,0,7,Nationals Park,84,Partly Cloudy,9,R To L
566537,2019,2019-08-31,night,SD,SF,4,1,Oracle Park,74,Cloudy,15,Out To CF
566599,2019,2019-08-31,day,CIN,STL,6,10,Busch Stadium,78,Sunny,7,In From RF
566633,2019,2019-08-31,night,CIN,STL,2,3,Busch Stadium,80,Cloudy,8,In From RF
566730,2019,2019-08-31,night,CLE,TB,6,9,Tropicana Field,72,Dome,0,None
566835,2019,2019-08-31,night,SEA,TEX,2,3,Globe Life Park in Arlington,85,Clear,8,L To R
566931,2019,2019-08-31,day,HOU,TOR,4,6,Rogers Centre,68,Partly Cloudy,10,R To L
567129,2019,2019-08-31,day,NYM,PHI,6,3,Citizens Bank Park,86,Sunny,7,In From RF
567234,2019,2019-08-31,night,CWS,ATL,5,11,SunTrust Park,85,Partly Cloudy,8,L To R
567526,2019,2019-08-31,day,OAK,NYY,3,4,Yankee Stadium,76,Partly Cloudy,6,In From LF
564802,2019,2019-09-01,day,BOS,LAA,4,3,Angel Stadium,83,Partly Cloudy,8,Out To CF
564898,2019,2019-09-01,day,LAD,AZ,4,3,Chase Field,76,Roof Closed,0,None
565192,2019,2019-09-01,day,MIL,CHC,4,0,Wrigley Field,68,Cloudy,4,In From CF
565481,2019,2019-09-01,day,PIT,COL,6,2,Coors Field,93,Sunny,4,Out To CF
565576,2019,2019-09-01,day,MIN,DET,8,3,Comerica Park,63,Cloudy,5,L To R
565771,2019,2019-09-01,day,BAL,KC,4,6,Kauffman Stadium,75,Overcast,2,L To R
565962,2019,2019-09-01,day,MIA,WSH,3,9,Nationals Park,80,Partly Cloudy,6,R To L
566538,2019,2019-09-01,day,SD,SF,8,4,Oracle Park,76,Sunny,13,Out To CF
566632,2019,2019-09-01,night,CIN,STL,5,3,Busch Stadium,81,Clear,6,Out To RF
566634,2019,2019-09-01,day,CIN,STL,3,4,Busch Stadium,76,Overcast,5,Out To RF
566731,2019,2019-09-01,day,CLE,TB,2,8,Tropicana Field,72,Dome,0,None
566836,2019,2019-09-01,day,SEA,TEX,11,3,Globe Life Park in Arlington,92,Partly Cloudy,0,Calm
566932,2019,2019-09-01,day,HOU,TOR,2,0,Rogers Centre,68,Roof Closed,0,None
567130,2019,2019-09-01,night,NYM,PHI,2,5,Citizens Bank Park,76,Partly Cloudy,10,Out To LF
567235,2019,2019-09-01,night,CWS,ATL,3,5,SunTrust Park,86,Cloudy,6,L To R
567527,2019,2019-09-01,day,OAK,NYY,4,5,Yankee Stadium,74,Partly Cloudy,10,In From RF
564899,2019,2019-09-02,day,SD,AZ,7,14,Chase Field,76,Roof Closed,0,None
565193,2019,2019-09-02,day,SEA,CHC,1,5,Wrigley Field,78,Partly Cloudy,5,In From RF
565288,2019,2019-09-02,day,PHI,CIN,7,1,Great American Ball Park,81,Cloudy,6,Out To CF
565384,2019,2019-09-02,night,CWS,CLE,3,11,Progressive Field,74,Partly Cloudy,9,L To R
565577,2019,2019-09-02,day,MIN,DET,4,3,Comerica Park,76,Sunny,8,R To L
565869,2019,2019-09-02,night,COL,LAD,9,16,Dodger Stadium,88,Clear,7,Out To CF
565963,2019,2019-09-02,day,NYM,WSH,7,3,Nationals Park,85,Partly Cloudy,4,R To L
566635,2019,2019-09-02,day,SF,STL,1,3,Busch Stadium,82,Sunny,3,In From RF
566732,2019,2019-09-02,day,BAL,TB,4,5,Tropicana Field,72,Dome,0,None
567236,2019,2019-09-02,day,TOR,ATL,3,6,SunTrust Park,87,Sunny,7,L To R
567528,2019,2019-09-02,day,TEX,NYY,7,0,Yankee Stadium,73,Cloudy,6,Out To LF
567620,2019,2019-09-02,day,HOU,MIL,3,2,Miller Park,74,Roof Closed,0,None
564900,2019,2019-09-03,night,SD,AZ,1,2,Chase Field,76,Roof Closed,0,None
565095,2019,2019-09-03,night,MIN,BOS,6,5,Fenway Park,70,Clear,9,R To L
565194,2019,2019-09-03,night,SEA,CHC,1,6,Wrigley Field,78,Partly Cloudy,11,Out To CF
565289,2019,2019-09-03,night,PHI,CIN,6,2,Great American Ball Park,86,Clear,8,R To L
565385,2019,2019-09-03,night,CWS,CLE,6,5,Progressive Field,80,Partly Cloudy,14,Out To CF
565772,2019,2019-09-03,night,DET,KC,5,6,Kauffman Stadium,89,Partly Cloudy,5,R To L
565870,2019,2019-09-03,night,COL,LAD,3,5,Dodger Stadium,83,Clear,4,Out To CF
565964,2019,2019-09-03,night,NYM,WSH,10,11,Nationals Park,83,Clear,5,Out To LF
566153,2019,2019-09-03,night,LAA,OAK,5,7,Oakland Coliseum,69,Clear,12,Out To RF
566246,2019,2019-09-03,night,MIA,PIT,5,4,PNC Park,81,Clear,9,In From RF
566636,2019,2019-09-03,night,SF,STL,0,1,Busch Stadium,89,Partly Cloudy,5,Out To RF
566733,2019,2019-09-03,day,BAL,TB,4,2,Tropicana Field,72,Dome,0,None
566734,2019,2019-09-03,day,BAL,TB,0,2,Tropicana Field,72,Dome,0,None
567237,2019,2019-09-03,night,TOR,ATL,2,7,SunTrust Park,89,Partly Cloudy,6,Out To CF
567529,2019,2019-09-03,night,TEX,NYY,1,10,Yankee Stadium,79,Clear,15,R To L
567621,2019,2019-09-03,night,HOU,MIL,2,4,Miller Park,78,Roof Closed,0,None
564901,2019,2019-09-04,night,SD,AZ,1,4,Chase Field,75,Roof Closed,0,None
565096,2019,2019-09-04,night,MIN,BOS,2,6,Fenway Park,79,Overcast,14,Out To CF
565290,2019,2019-09-04,night,PHI,CIN,5,8,Great American Ball Park,84,Clear,9,Out To CF
565386,2019,2019-09-04,night,CWS,CLE,6,8,Progressive Field,68,Partly Cloudy,10,In From CF
565773,2019,2019-09-04,night,DET,KC,4,5,Kauffman Stadium,79,Clear,6,R To L
565871,2019,2019-09-04,night,COL,LAD,3,7,Dodger Stadium,83,Clear,4,Out To RF
565965,2019,2019-09-04,day,NYM,WSH,8,4,Nationals Park,87,Sunny,13,Out To RF
566154,2019,2019-09-04,night,LAA,OAK,0,4,Oakland Coliseum,67,Clear,15,Out To RF
566247,2019,2019-09-04,night,MIA,PIT,5,6,PNC Park,76,Partly Cloudy,9,L To R
566637,2019,2019-09-04,night,SF,STL,9,8,Busch Stadium,78,Partly Cloudy,7,Out To RF
567530,2019,2019-09-04,night,TEX,NYY,1,4,Yankee Stadium,84,Partly Cloudy,7,Out To CF
564998,2019,2019-09-05,night,TEX,BAL,3,1,Oriole Park at Camden Yards,76,Cloudy,7,In From RF
565097,2019,2019-09-05,night,MIN,BOS,2,1,Fenway Park,64,Partly Cloudy,7,R To L
565291,2019,2019-09-05,day,PHI,CIN,3,4,Great American Ball Park,76,Partly Cloudy,9,Varies
565387,2019,2019-09-05,day,CWS,CLE,7,1,Progressive Field,70,Sunny,11,In From RF
565674,2019,2019-09-05,night,SEA,HOU,9,11,Daikin Park,73,Roof Closed,0,None
565774,2019,2019-09-05,day,DET,KC,6,4,Kauffman Stadium,85,Sunny,8,R To L
566155,2019,2019-09-05,day,LAA,OAK,6,10,Oakland Coliseum,69,Partly Cloudy,10,Out To RF
566248,2019,2019-09-05,night,MIA,PIT,10,7,PNC Park,75,Clear,4,Out To CF
566638,2019,2019-09-05,day,SF,STL,0,10,Busch Stadium,76,Partly Cloudy,4,L To R
566735,2019,2019-09-05,night,TOR,TB,4,6,Tropicana Field,72,Dome,0,None
567238,2019,2019-09-05,night,WSH,ATL,2,4,SunTrust Park,88,Partly Cloudy,13,R To L
567622,2019,2019-09-05,night,CHC,MIL,10,5,Miller Park,72,Roof Closed,0,None
564999,2019,2019-09-06,night,TEX,BAL,7,6,Oriole Park at Camden Yards,69,Cloudy,10,In From LF
565098,2019,2019-09-06,night,NYY,BOS,1,6,Fenway Park,64,Cloudy,17,In From CF
565292,2019,2019-09-06,night,AZ,CIN,7,5,Great American Ball Park,82,Partly Cloudy,5,Out To CF
565675,2019,2019-09-06,night,SEA,HOU,4,7,Daikin Park,73,Roof Closed,0,None
565872,2019,2019-09-06,night,SF,LAD,5,4,Dodger Stadium,81,Clear,5,L To R
566054,2019,2019-09-06,night,PHI,NYM,4,5,Citi Field,62,Cloudy,21,In From CF
566156,2019,2019-09-06,night,DET,OAK,5,4,Oakland Coliseum,65,Clear,15,Out To RF
566249,2019,2019-09-06,night,STL,PIT,4,9,PNC Park,75,Cloudy,5,Out To CF
566343,2019,2019-09-06,night,COL,SD,3,2,Petco Park,79,Clear,10,L To R
566736,2019,2019-09-06,night,TOR,TB,0,5,Tropicana Field,72,Dome,0,None
567030,2019,2019-09-06,night,CLE,MIN,6,2,Target Field,75,Partly Cloudy,8,R To L
567239,2019,2019-09-06,night,WSH,ATL,3,4,SunTrust Park,88,Clear,10,R To L
567332,2019,2019-09-06,night,LAA,CWS,5,4,Rate Field,67,Overcast,12,L To R
567430,2019,2019-09-06,night,KC,MIA,3,0,loanDepot Park,80,Roof Closed,0,None
567623,2019,2019-09-06,night,CHC,MIL,1,7,Miller Park,73,Roof Closed,0,None
565000,2019,2019-09-07,night,TEX,BAL,9,4,Oriole Park at Camden Yards,79,Clear,6,Out To RF
565099,2019,2019-09-07,day,NYY,BOS,5,1,Fenway Park,71,Partly Cloudy,7,L To R
565293,2019,2019-09-07,day,AZ,CIN,2,0,Great American Ball Park,77,Partly Cloudy,5,Varies
565676,2019,2019-09-07,night,SEA,HOU,1,2,Daikin Park,73,Roof Closed,0,None
565873,2019,2019-09-07,night,SF,LAD,1,0,Dodger Stadium,81,Clear,8,Out To CF
566055,2019,2019-09-07,night,PHI,NYM,5,0,Citi Field,74,Partly Cloudy,9,L To R
566157,2019,2019-09-07,night,DET,OAK,2,10,Oakland Coliseum,66,Cloudy,22,Out To RF
566250,2019,2019-09-07,night,STL,PIT,10,1,PNC Park,73,Cloudy,6,Out To LF
566344,2019,2019-09-07,night,COL,SD,0,3,Petco Park,78,Clear,10,L To R
566737,2019,2019-09-07,night,TOR,TB,3,5,Tropicana Field,72,Dome,0,None
567031,2019,2019-09-07,night,CLE,MIN,3,5,Target Field,61,Overcast,8,In From CF
567240,2019,2019-09-07,night,WSH,ATL,4,5,SunTrust Park,89,Partly Cloudy,11,Out To LF
567333,2019,2019-09-07,night,LAA,CWS,8,7,Rate Field,73,Cloudy,9,R To L
567431,2019,2019-09-07,night,KC,MIA,7,2,loanDepot Park,80,Roof Closed,0,None
567624,2019,2019-09-07,night,CHC,MIL,2,3,Miller Park,75,Roof Closed,0,None
565001,2019,2019-09-08,day,TEX,BAL,10,4,Oriole Park at Camden Yards,81,Cloudy,2,R To L
565100,2019,2019-09-08,night,NYY,BOS,10,5,Fenway Park,72,Cloudy,6,Out To LF
565294,2019,2019-09-08,day,AZ,CIN,3,4,Great American Ball Park,77,Partly Cloudy,3,Varies
565677,2019,2019-09-08,day,SEA,HOU,1,21,Daikin Park,73,Roof Closed,0,None
565874,2019,2019-09-08,day,SF,LAD,0,5,Dodger Stadium,81,Sunny,4,Out To LF
566056,2019,2019-09-08,day,PHI,NYM,10,7,Citi Field,75,Sunny,7,L To R
566158,2019,2019-09-08,day,DET,OAK,1,3,Oakland Coliseum,72,Sunny,11,Out To RF
566251,2019,2019-09-08,day,STL,PIT,2,0,PNC Park,74,Partly Cloudy,7,Out To LF
566345,2019,2019-09-08,day,COL,SD,1,2,Petco Park,74,Sunny,9,L To R
566738,2019,2019-09-08,day,TOR,TB,3,8,Tropicana Field,72,Dome,0,None
567032,2019,2019-09-08,day,CLE,MIN,5,2,Target Field,57,Rain,8,In From CF
567241,2019,2019-09-08,day,WSH,ATL,9,4,SunTrust Park,89,Sunny,3,Out To RF
567334,2019,2019-09-08,day,LAA,CWS,1,5,Rate Field,63,Cloudy,8,In From LF
567432,2019,2019-09-08,day,KC,MIA,0,9,loanDepot Park,76,Roof Closed,0,None
567625,2019,2019-09-08,day,CHC,MIL,5,8,Miller Park,71,Dome,0,None
564803,2019,2019-09-09,night,CLE,LAA,6,2,Angel Stadium,73,Clear,5,Out To CF
565101,2019,2019-09-09,night,NYY,BOS,5,0,Fenway Park,68,Cloudy,12,In From RF
565678,2019,2019-09-09,night,OAK,HOU,0,15,Daikin Park,73,Roof Closed,0,None
566057,2019,2019-09-09,night,AZ,NYM,1,3,Citi Field,73,Cloudy,11,Out To LF
566346,2019,2019-09-09,night,CHC,SD,10,2,Petco Park,70,Partly Cloudy,9,Out To RF
566539,2019,2019-09-09,night,PIT,SF,6,4,Oracle Park,67,Partly Cloudy,20,Out To CF
567131,2019,2019-09-09,night,ATL,PHI,7,2,Citizens Bank Park,75,Cloudy,8,In From RF
567433,2019,2019-09-09,night,MIL,MIA,8,3,loanDepot Park,76,Roof Closed,0,None
564804,2019,2019-09-10,night,CLE,LAA,8,0,Angel Stadium,72,Partly Cloudy,8,Out To CF
565002,2019,2019-09-10,night,LAD,BAL,7,3,Oriole Park at Camden Yards,83,Partly Cloudy,8,Out To LF
565482,2019,2019-09-10,night,STL,COL,1,2,Coors Field,79,Partly Cloudy,9,In From CF
565578,2019,2019-09-10,night,NYY,DET,11,12,Comerica Park,83,Clear,10,R To L
565679,2019,2019-09-10,night,OAK,HOU,21,7,Daikin Park,73,Roof Closed,0,None
566058,2019,2019-09-10,night,AZ,NYM,2,3,Citi Field,74,Partly Cloudy,12,Out To LF
566347,2019,2019-09-10,night,CHC,SD,8,9,Petco Park,70,Clear,9,L To R
566441,2019,2019-09-10,night,CIN,SEA,3,4,T-Mobile Park,68,Partly Cloudy,2,Out To RF
566540,2019,2019-09-10,night,PIT,SF,4,5,Oracle Park,66,Clear,14,Out To CF
566837,2019,2019-09-10,night,TB,TEX,5,3,Globe Life Park in Arlington,91,Partly Cloudy,14,In From CF
566933,2019,2019-09-10,night,BOS,TOR,3,4,Rogers Centre,68,Cloudy,7,L To R
567033,2019,2019-09-10,night,WSH,MIN,0,5,Target Field,78,Clear,7,Out To RF
567132,2019,2019-09-10,night,ATL,PHI,5,6,Citizens Bank Park,79,Partly Cloudy,9,Out To CF
567335,2019,2019-09-10,night,KC,CWS,3,7,Rate Field,83,Cloudy,10,R To L
567434,2019,2019-09-10,night,MIL,MIA,4,3,loanDepot Park,78,Roof Closed,0,None
